session_id,user_id,channel_id,channel_name,show_name,genre,timestamp,duration_minutes,region,subscription_type,device,platform,is_live,ads_watched,ad_revenue,engagement_score,buffer_count,completion_percentage
SID510078,U43304,CH035,KTV,Show_195,Movies,2025-07-28 14:50:01,115,Central,Basic,Smart TV,Roku,True,5,287.96,0.26,1,52.82
SID949282,U52251,CH003,Sony Entertainment Television,Show_170,Entertainment,2025-07-27 11:32:37,80,North,Basic,Mobile,Roku,True,3,491.95,0.68,1,80.01
SID242083,U38665,CH027,CNN-News18,Show_20,News,2025-07-28 12:20:19,31,North,Basic,Laptop,Android,False,1,199.62,0.81,1,70.59
SID571968,U48429,CH009,Colors Rishtey,Show_183,Entertainment,2025-07-29 01:23:56,137,Pan-India,Free,Mobile,Roku,False,0,0.0,0.73,3,82.02
SID956100,U36990,CH034,Zee Tamil,Show_114,Entertainment,2025-07-27 11:30:52,80,West,Free,Mobile,Roku,True,4,367.14,0.52,2,83.53
SID146654,U43057,CH030,India Today,Show_25,Sports,2025-07-28 10:02:20,3,West,Free,Mobile,iOS,False,5,422.59,0.27,3,46.86
SID667489,U30607,CH050,News18 Tamil Nadu,Show_86,News,2025-07-31 09:00:10,18,South,Premium,Smart TV,iOS,False,3,82.11,0.84,2,99.34
SID370682,U14809,CH049,News18 Kerala,Show_167,Kids,2025-07-28 07:51:17,117,North,Basic,Mobile,iOS,True,4,595.97,0.72,2,38.82
SID885329,U49414,CH029,Zee News,Show_113,News,2025-07-26 08:42:25,148,Northeast,Basic,Mobile,Roku,True,3,275.36,0.88,2,96.96
SID932339,U29970,CH050,News18 Tamil Nadu,Show_54,Kids,2025-07-26 15:16:06,74,East,Premium,Laptop,Roku,True,2,341.96,0.23,2,92.81
SID948605,U59724,CH046,ETV Marathi,Show_60,News,2025-07-29 19:26:24,136,South,Basic,Tablet,Roku,False,0,0.0,0.66,0,24.72
SID301144,U35424,CH009,Colors Rishtey,Show_56,Entertainment,2025-07-25 15:04:59,138,West,Free,Mobile,Roku,True,4,533.84,0.21,0,68.48
SID474961,U36466,CH008,Zee Anmol,Show_74,Kids,2025-07-30 14:34:01,2,Central,Premium,Smart TV,Android,True,0,0.0,0.26,3,69.82
SID827847,U28690,CH002,Colors TV,Show_65,Entertainment,2025-07-25 04:19:18,95,East,Free,Smart TV,iOS,True,4,528.12,0.45,0,23.98
SID485695,U31438,CH024,News18 India,Show_21,Sports,2025-07-25 06:14:58,63,South,Free,Laptop,FireTV,False,3,463.33,0.79,2,81.77
SID558676,U26850,CH047,DD Sahyadri,Show_95,Kids,2025-07-29 16:33:43,160,North,Basic,Smart TV,Android,False,1,72.29,0.54,0,59.73
SID322862,U25535,CH045,Zee Bangla,Show_37,Entertainment,2025-07-25 15:39:16,30,North,Free,Smart TV,Web,False,1,63.5,0.94,1,81.19
SID271000,U46216,CH035,KTV,Show_200,Movies,2025-07-29 21:00:17,159,Pan-India,Premium,Tablet,Android,True,1,179.5,0.28,1,47.81
SID367788,U43205,CH040,Asianet,Show_159,Entertainment,2025-07-28 03:26:24,92,North,Premium,Laptop,Roku,True,4,775.47,0.84,3,37.76
SID199673,U56723,CH027,CNN-News18,Show_150,News,2025-07-25 04:40:26,42,South,Basic,Mobile,Web,False,4,625.53,0.21,2,82.16
SID455466,U59432,CH029,Zee News,Show_175,News,2025-07-26 21:10:54,66,Pan-India,Premium,Tablet,Roku,False,4,557.96,0.26,2,53.06
SID522134,U21735,CH006,Sony SAB,Show_72,News,2025-07-30 23:44:11,127,Central,Premium,Laptop,iOS,True,2,216.99,0.28,3,83.5
SID202487,U33474,CH013,Star Sports 3,Show_191,News,2025-07-30 07:21:24,141,North,Premium,Tablet,Web,True,2,323.13,0.48,0,22.63
SID666550,U28509,CH035,KTV,Show_57,Movies,2025-07-25 07:35:56,137,Central,Free,Laptop,Roku,False,3,69.93,0.92,2,39.12
SID174376,U43744,CH040,Asianet,Show_167,Entertainment,2025-07-25 11:50:30,121,West,Premium,Smart TV,FireTV,False,3,425.94,0.59,1,73.1
SID105397,U12605,CH027,CNN-News18,Show_169,News,2025-07-30 23:22:41,118,Northeast,Premium,Smart TV,iOS,True,2,178.55,0.89,0,86.26
SID809477,U51754,CH044,Zee Marathi,Show_64,News,2025-07-28 08:44:11,40,South,Basic,Smart TV,Roku,True,1,157.15,0.41,3,69.31
SID232186,U43744,CH030,India Today,Show_90,Sports,2025-07-26 02:56:17,87,Central,Free,Smart TV,Web,False,3,168.05,0.81,1,45.96
SID119524,U36434,CH020,Eurosport India,Show_134,Music,2025-07-29 23:20:07,116,Pan-India,Basic,Laptop,FireTV,True,4,620.77,0.62,1,74.14
SID744152,U44305,CH043,Colors Kannada,Show_24,Music,2025-07-25 03:08:09,115,South,Basic,Tablet,Roku,True,1,13.05,0.67,2,44.59
SID506400,U59936,CH001,Star Plus,Show_127,Entertainment,2025-07-25 03:33:24,34,Northeast,Basic,Tablet,Web,False,2,197.49,0.79,1,92.77
SID434386,U33957,CH030,India Today,Show_114,News,2025-07-28 02:11:02,60,North,Free,Mobile,Web,False,4,193.67,0.36,3,78.52
SID209937,U42468,CH033,Colors Tamil,Show_60,News,2025-07-30 03:18:42,138,East,Premium,Laptop,Android,True,0,0.0,0.51,1,73.58
SID253076,U38626,CH045,Zee Bangla,Show_20,Entertainment,2025-07-27 03:19:07,154,North,Basic,Tablet,FireTV,False,0,0.0,0.64,1,26.97
SID838348,U28390,CH018,Sony Sports Ten 3,Show_12,Movies,2025-07-31 01:49:40,148,Central,Basic,Laptop,FireTV,True,5,190.21,0.65,1,28.79
SID452008,U35010,CH030,India Today,Show_61,News,2025-07-24 18:29:15,170,West,Basic,Smart TV,Roku,True,3,129.47,0.61,3,45.82
SID767060,U57065,CH049,News18 Kerala,Show_71,Music,2025-07-31 10:43:42,107,Central,Basic,Laptop,FireTV,True,0,0.0,0.86,1,40.8
SID782654,U15605,CH049,News18 Kerala,Show_43,Music,2025-07-29 23:05:07,162,West,Basic,Mobile,iOS,True,5,581.06,0.7,0,80.08
SID535716,U12760,CH010,DD National,Show_115,Music,2025-07-25 06:10:22,95,Northeast,Basic,Mobile,FireTV,True,5,727.51,0.69,0,48.21
SID398097,U36303,CH003,Sony Entertainment Television,Show_42,Entertainment,2025-07-28 02:16:58,124,North,Basic,Smart TV,iOS,True,5,243.71,0.58,0,74.74
SID135880,U18059,CH044,Zee Marathi,Show_38,News,2025-07-31 13:09:59,135,Northeast,Premium,Tablet,Web,True,4,276.66,0.63,2,92.3
SID274624,U10551,CH032,Star Vijay,Show_53,Entertainment,2025-07-30 18:26:10,95,Central,Basic,Mobile,Web,False,5,746.57,0.32,0,96.24
SID365883,U58786,CH049,News18 Kerala,Show_83,Sports,2025-07-25 23:43:46,154,North,Free,Smart TV,iOS,False,0,0.0,0.72,2,24.24
SID172809,U57422,CH018,Sony Sports Ten 3,Show_148,Sports,2025-07-27 13:05:36,158,West,Free,Laptop,Android,True,0,0.0,0.61,2,58.47
SID596950,U26433,CH029,Zee News,Show_176,News,2025-07-26 04:28:11,72,West,Basic,Laptop,Android,False,1,193.83,0.73,0,39.35
SID765450,U45162,CH035,KTV,Show_79,Movies,2025-07-29 11:16:18,78,North,Free,Laptop,FireTV,True,3,389.4,0.94,0,60.28
SID628578,U35996,CH046,ETV Marathi,Show_80,Kids,2025-07-26 13:52:12,171,Pan-India,Basic,Mobile,Web,False,0,0.0,0.31,3,90.92
SID532152,U26476,CH044,Zee Marathi,Show_151,Music,2025-07-26 16:32:56,87,Northeast,Free,Mobile,iOS,False,3,297.89,0.21,3,47.84
SID413670,U36910,CH027,CNN-News18,Show_24,News,2025-07-25 04:39:38,29,Pan-India,Free,Smart TV,Roku,False,2,201.04,0.96,2,41.38
SID710330,U31137,CH009,Colors Rishtey,Show_167,Music,2025-07-29 17:28:49,131,Northeast,Premium,Mobile,Roku,False,4,693.75,0.57,2,69.63
SID232538,U40361,CH003,Sony Entertainment Television,Show_45,Entertainment,2025-07-28 10:42:54,164,East,Premium,Smart TV,iOS,False,2,395.51,0.49,0,82.96
SID709074,U10857,CH023,India TV,Show_135,News,2025-07-29 02:14:07,173,East,Free,Tablet,FireTV,True,3,226.99,0.81,3,32.44
SID620119,U12074,CH006,Sony SAB,Show_48,Movies,2025-07-30 23:50:33,69,South,Basic,Mobile,Roku,True,4,589.76,0.77,1,46.21
SID605961,U13012,CH038,ETV Telugu,Show_114,Entertainment,2025-07-28 22:06:11,91,Pan-India,Basic,Laptop,Android,False,0,0.0,0.81,1,30.2
SID880926,U24396,CH040,Asianet,Show_190,Entertainment,2025-07-29 20:52:52,67,Pan-India,Premium,Smart TV,Web,False,3,371.73,0.68,2,99.69
SID757024,U35226,CH039,Gemini TV,Show_116,Music,2025-07-26 16:48:29,26,Northeast,Free,Smart TV,Roku,True,0,0.0,0.32,3,35.98
SID737479,U17093,CH037,Zee Telugu,Show_28,Movies,2025-07-30 20:17:49,140,Central,Basic,Laptop,Web,False,1,28.66,0.63,0,62.32
SID673310,U10101,CH027,CNN-News18,Show_62,News,2025-07-30 15:45:33,124,Pan-India,Basic,Laptop,FireTV,True,5,727.86,0.53,3,58.63
SID930884,U31617,CH016,Sony Sports Ten 1,Show_194,Sports,2025-07-30 11:50:22,18,South,Free,Mobile,iOS,False,0,0.0,0.52,3,79.3
SID523194,U40975,CH043,Colors Kannada,Show_137,Sports,2025-07-30 22:11:46,110,North,Basic,Tablet,Web,True,0,0.0,0.56,3,33.83
SID540660,U33214,CH019,DD Sports,Show_85,Sports,2025-07-31 04:24:14,133,West,Free,Laptop,Android,True,3,120.83,0.88,2,60.06
SID824958,U15439,CH032,Star Vijay,Show_33,Entertainment,2025-07-26 07:46:09,30,East,Basic,Smart TV,iOS,True,1,56.01,0.47,2,59.5
SID508518,U23030,CH035,KTV,Show_138,Movies,2025-07-30 02:14:18,170,Northeast,Premium,Mobile,FireTV,True,2,135.92,0.71,1,38.53
SID842693,U43438,CH018,Sony Sports Ten 3,Show_180,Movies,2025-07-25 15:03:11,170,Pan-India,Premium,Tablet,FireTV,True,3,491.8,0.3,2,50.6
SID764287,U21503,CH045,Zee Bangla,Show_91,Entertainment,2025-07-27 04:25:01,167,North,Free,Smart TV,Android,False,1,59.68,0.74,2,98.26
SID228524,U13705,CH026,Times Now,Show_178,News,2025-07-25 00:21:51,180,Central,Basic,Smart TV,Roku,True,1,172.08,0.68,1,70.53
SID920655,U30251,CH020,Eurosport India,Show_113,Kids,2025-07-29 02:53:12,149,Pan-India,Free,Tablet,Web,True,3,187.61,0.54,3,40.17
SID546032,U28516,CH022,ABP News,Show_184,News,2025-07-26 02:57:38,12,South,Premium,Mobile,FireTV,False,0,0.0,0.94,2,58.24
SID403767,U36124,CH032,Star Vijay,Show_113,Entertainment,2025-07-30 13:32:46,141,East,Basic,Mobile,Web,True,1,181.8,0.83,2,76.16
SID878649,U18466,CH001,Star Plus,Show_1,Entertainment,2025-07-28 07:04:46,99,South,Free,Tablet,Roku,True,3,163.06,0.92,2,87.02
SID205541,U42115,CH039,Gemini TV,Show_120,Movies,2025-07-29 04:17:55,22,South,Premium,Tablet,iOS,False,5,687.62,1.0,3,25.23
SID964016,U32691,CH035,KTV,Show_173,Movies,2025-07-28 17:52:56,55,Central,Free,Tablet,Android,False,1,62.55,0.35,0,64.09
SID243645,U54778,CH008,Zee Anmol,Show_3,News,2025-07-27 09:13:45,100,Pan-India,Basic,Mobile,iOS,True,3,374.67,0.94,0,86.53
SID270405,U48109,CH020,Eurosport India,Show_20,Sports,2025-07-26 20:32:48,31,Pan-India,Basic,Mobile,Web,False,4,571.22,0.92,0,90.89
SID863667,U26000,CH007,Dangal TV,Show_191,Movies,2025-07-25 15:36:37,101,Pan-India,Basic,Laptop,FireTV,False,5,856.06,0.82,3,30.98
SID483826,U29181,CH045,Zee Bangla,Show_74,Entertainment,2025-07-29 05:58:09,43,East,Premium,Mobile,FireTV,False,4,346.56,0.9,0,47.61
SID803156,U37849,CH007,Dangal TV,Show_38,Kids,2025-07-28 16:52:32,139,Central,Basic,Smart TV,iOS,False,4,719.89,0.5,3,93.25
SID359430,U20773,CH003,Sony Entertainment Television,Show_168,Entertainment,2025-07-26 09:03:36,129,Northeast,Basic,Laptop,Web,False,5,922.89,0.54,2,42.28
SID564126,U42342,CH010,DD National,Show_192,Kids,2025-07-29 10:40:21,14,South,Basic,Smart TV,Android,False,0,0.0,0.81,3,47.32
SID298374,U32402,CH014,Star Sports Select 1,Show_119,Music,2025-07-31 10:37:52,55,Pan-India,Premium,Smart TV,Web,True,4,246.79,0.81,3,97.66
SID922682,U49009,CH044,Zee Marathi,Show_156,Entertainment,2025-07-25 14:04:57,97,North,Premium,Laptop,FireTV,False,0,0.0,0.29,0,83.35
SID667255,U38511,CH033,Colors Tamil,Show_65,Movies,2025-07-29 03:46:28,39,Northeast,Basic,Laptop,iOS,True,4,324.75,0.35,3,42.47
SID826190,U26116,CH011,Star Sports 1,Show_103,Sports,2025-07-24 21:54:13,162,West,Free,Mobile,FireTV,True,5,271.91,0.98,0,88.92
SID276832,U51436,CH006,Sony SAB,Show_20,Sports,2025-07-25 00:49:08,90,East,Free,Laptop,Android,True,1,76.92,0.59,2,70.36
SID951292,U37763,CH002,Colors TV,Show_112,Entertainment,2025-07-26 02:00:34,35,East,Premium,Tablet,Roku,True,1,36.6,0.45,3,42.69
SID456438,U22772,CH003,Sony Entertainment Television,Show_148,Entertainment,2025-07-30 05:26:24,114,Northeast,Basic,Laptop,iOS,False,5,798.12,0.59,0,76.9
SID686995,U48109,CH003,Sony Entertainment Television,Show_71,Entertainment,2025-07-25 03:22:45,97,North,Premium,Mobile,Web,True,2,380.12,0.37,1,78.02
SID747344,U30156,CH007,Dangal TV,Show_187,Movies,2025-07-29 07:50:14,70,Pan-India,Free,Mobile,Web,True,3,69.27,0.44,0,63.83
SID515019,U15359,CH028,NDTV India,Show_116,News,2025-07-25 17:48:43,102,South,Free,Mobile,iOS,False,4,459.17,0.39,3,24.79
SID443107,U28509,CH003,Sony Entertainment Television,Show_195,Entertainment,2025-07-31 13:49:30,63,Central,Premium,Laptop,Roku,True,4,89.8,0.41,1,82.05
SID559035,U59460,CH050,News18 Tamil Nadu,Show_19,Kids,2025-07-27 22:14:10,82,North,Basic,Mobile,Roku,False,3,275.17,0.83,2,63.81
SID227214,U12684,CH032,Star Vijay,Show_176,Entertainment,2025-07-29 13:15:44,122,North,Free,Smart TV,iOS,False,0,0.0,0.4,0,29.27
SID844432,U33659,CH037,Zee Telugu,Show_154,Kids,2025-07-27 03:13:14,90,South,Free,Smart TV,Android,False,2,73.65,0.27,3,29.34
SID540202,U21026,CH008,Zee Anmol,Show_175,Music,2025-07-29 06:58:07,173,West,Free,Tablet,FireTV,False,3,556.89,0.96,1,27.76
SID753025,U17029,CH005,Star Bharat,Show_191,Sports,2025-07-25 18:10:28,115,Northeast,Basic,Laptop,Android,True,3,174.45,0.85,0,52.66
SID928498,U40615,CH022,ABP News,Show_92,News,2025-07-26 12:59:19,151,North,Basic,Tablet,iOS,False,1,35.65,0.73,3,92.71
SID390428,U17352,CH028,NDTV India,Show_173,News,2025-07-30 21:46:54,123,North,Free,Laptop,Android,False,5,569.42,0.42,2,43.28
SID930268,U49637,CH003,Sony Entertainment Television,Show_186,Entertainment,2025-07-26 13:07:17,50,North,Premium,Smart TV,Android,True,0,0.0,0.57,3,34.04
SID958513,U10839,CH018,Sony Sports Ten 3,Show_21,Entertainment,2025-07-29 19:50:32,69,North,Premium,Smart TV,Android,True,4,221.34,0.38,2,85.83
SID694111,U37989,CH040,Asianet,Show_133,Entertainment,2025-07-25 22:56:36,2,Central,Premium,Laptop,Roku,False,0,0.0,0.52,0,21.91
SID682259,U26861,CH048,DD Bangla,Show_198,Music,2025-07-24 23:41:27,118,Pan-India,Premium,Tablet,Android,True,4,180.45,0.48,2,36.07
SID848987,U20858,CH031,Sun TV,Show_74,Entertainment,2025-07-31 14:20:09,88,Pan-India,Premium,Tablet,Android,False,4,243.96,0.81,2,56.53
SID948237,U14846,CH007,Dangal TV,Show_63,Sports,2025-07-24 22:22:53,141,Central,Premium,Tablet,Web,True,0,0.0,0.94,3,75.0
SID595485,U32458,CH032,Star Vijay,Show_71,Entertainment,2025-07-27 09:03:20,99,Pan-India,Premium,Mobile,Roku,True,0,0.0,0.24,3,37.84
SID294976,U57087,CH028,NDTV India,Show_25,News,2025-07-25 18:25:10,47,West,Basic,Laptop,Android,True,1,167.1,0.48,2,32.3
SID308921,U33716,CH044,Zee Marathi,Show_198,News,2025-07-31 06:56:39,2,North,Premium,Tablet,Android,True,5,255.63,0.51,2,78.03
SID939018,U46637,CH027,CNN-News18,Show_103,News,2025-07-31 07:16:40,14,Pan-India,Free,Smart TV,Roku,False,0,0.0,0.45,0,27.67
SID144428,U12404,CH047,DD Sahyadri,Show_165,News,2025-07-29 07:41:36,79,East,Premium,Mobile,Roku,True,3,521.12,0.21,0,38.47
SID944065,U22112,CH005,Star Bharat,Show_129,Kids,2025-07-27 22:19:24,21,North,Basic,Mobile,iOS,True,2,84.94,0.89,0,70.97
SID869494,U38170,CH032,Star Vijay,Show_48,Entertainment,2025-07-25 22:15:20,171,South,Free,Laptop,Android,True,3,549.89,0.39,1,67.23
SID265929,U31548,CH003,Sony Entertainment Television,Show_14,Entertainment,2025-07-25 17:56:30,35,South,Free,Mobile,Android,False,5,757.49,0.27,3,39.43
SID885563,U51634,CH046,ETV Marathi,Show_92,News,2025-07-31 06:28:13,88,South,Premium,Tablet,FireTV,True,0,0.0,0.7,0,96.62
SID153327,U46728,CH030,India Today,Show_135,Sports,2025-07-26 08:23:04,73,Northeast,Free,Smart TV,Android,True,3,565.11,0.69,2,78.5
SID860532,U18489,CH001,Star Plus,Show_60,Entertainment,2025-07-27 08:52:26,178,East,Free,Tablet,FireTV,True,0,0.0,0.69,1,42.13
SID515803,U43977,CH003,Sony Entertainment Television,Show_13,Entertainment,2025-07-28 20:41:53,64,Central,Basic,Laptop,Roku,True,2,252.02,0.5,0,83.9
SID650544,U47747,CH005,Star Bharat,Show_35,Kids,2025-07-30 03:36:05,71,East,Basic,Tablet,Roku,False,2,352.54,0.6,0,77.92
SID106907,U20326,CH020,Eurosport India,Show_14,Entertainment,2025-07-25 03:58:25,48,West,Free,Laptop,Android,True,0,0.0,0.31,1,33.01
SID189469,U50807,CH024,News18 India,Show_2,Sports,2025-07-27 01:20:30,173,Northeast,Premium,Laptop,iOS,False,5,781.39,0.83,2,50.48
SID837704,U59063,CH035,KTV,Show_143,Movies,2025-07-27 15:13:48,164,South,Free,Mobile,Android,True,5,301.16,0.67,3,60.78
SID674278,U56186,CH020,Eurosport India,Show_162,Movies,2025-07-26 03:36:41,154,South,Basic,Smart TV,Android,True,3,400.68,0.23,0,45.3
SID733115,U31515,CH046,ETV Marathi,Show_85,Movies,2025-07-30 01:30:58,78,West,Free,Laptop,iOS,False,3,311.75,0.59,0,62.8
SID523143,U46784,CH006,Sony SAB,Show_172,Movies,2025-07-26 10:27:45,172,East,Basic,Tablet,Web,False,5,339.0,0.45,2,75.39
SID352655,U55651,CH004,Zee TV,Show_31,Entertainment,2025-07-27 16:16:36,5,Northeast,Basic,Tablet,iOS,True,4,708.24,0.36,3,62.34
SID379991,U41949,CH007,Dangal TV,Show_126,News,2025-07-27 05:23:58,96,West,Premium,Smart TV,iOS,True,1,122.62,0.45,0,92.22
SID965236,U48565,CH012,Star Sports 2,Show_52,Movies,2025-07-28 23:37:38,32,North,Premium,Laptop,Android,False,5,604.47,0.44,1,96.49
SID306809,U52213,CH041,Surya TV,Show_67,Entertainment,2025-07-26 18:12:11,167,East,Free,Mobile,FireTV,False,3,545.34,0.25,0,33.46
SID610802,U59824,CH031,Sun TV,Show_9,Entertainment,2025-07-25 20:49:28,15,Pan-India,Basic,Smart TV,iOS,True,4,390.78,0.39,3,59.46
SID596974,U56719,CH002,Colors TV,Show_183,Entertainment,2025-07-25 11:34:05,148,North,Basic,Smart TV,Web,False,3,213.81,0.55,1,92.41
SID710096,U17734,CH005,Star Bharat,Show_70,Sports,2025-07-29 20:40:52,67,East,Basic,Laptop,Web,True,4,141.22,0.77,0,71.8
SID599011,U25481,CH031,Sun TV,Show_162,Entertainment,2025-07-27 18:15:56,57,Central,Basic,Laptop,Web,False,0,0.0,0.28,2,52.04
SID127536,U12393,CH034,Zee Tamil,Show_118,Entertainment,2025-07-27 02:53:24,18,West,Premium,Laptop,Roku,False,1,64.52,0.42,3,22.73
SID582914,U53962,CH018,Sony Sports Ten 3,Show_178,News,2025-07-29 00:08:14,130,South,Premium,Laptop,Web,True,5,917.95,0.77,1,23.01
SID859457,U26628,CH004,Zee TV,Show_191,Entertainment,2025-07-30 03:42:39,111,West,Free,Smart TV,Android,True,5,138.08,0.7,1,55.78
SID130192,U35405,CH014,Star Sports Select 1,Show_44,Movies,2025-07-27 13:53:51,132,East,Premium,Mobile,Android,False,5,843.09,0.22,3,66.15
SID972893,U58034,CH008,Zee Anmol,Show_168,News,2025-07-30 18:24:03,60,North,Free,Tablet,Web,True,5,758.92,0.23,2,42.51
SID532965,U21598,CH045,Zee Bangla,Show_169,Entertainment,2025-07-25 12:07:57,65,East,Free,Mobile,Roku,True,4,598.02,0.23,0,69.78
SID897361,U19780,CH040,Asianet,Show_40,Entertainment,2025-07-30 12:08:00,95,Northeast,Basic,Mobile,Roku,True,4,789.89,0.33,0,21.26
SID870591,U55764,CH006,Sony SAB,Show_86,Movies,2025-07-24 21:58:47,179,Northeast,Premium,Tablet,Roku,False,0,0.0,0.72,0,89.03
SID191603,U26000,CH025,Republic Bharat,Show_45,News,2025-07-31 02:36:11,17,Northeast,Free,Laptop,Android,True,4,395.41,0.24,3,97.66
SID375754,U31008,CH008,Zee Anmol,Show_193,Entertainment,2025-07-25 07:43:45,52,Northeast,Free,Smart TV,Android,False,4,278.46,0.26,0,47.75
SID566046,U45234,CH049,News18 Kerala,Show_133,Kids,2025-07-30 10:10:57,127,East,Premium,Smart TV,iOS,False,5,291.45,0.65,2,54.36
SID685977,U27976,CH015,Star Sports Select 2,Show_156,Kids,2025-07-26 21:07:03,103,Pan-India,Free,Mobile,FireTV,True,5,589.9,0.53,0,46.23
SID533176,U34300,CH045,Zee Bangla,Show_61,Entertainment,2025-07-28 06:01:08,110,East,Premium,Mobile,iOS,True,4,765.61,0.41,1,75.77
SID540932,U16742,CH009,Colors Rishtey,Show_85,Kids,2025-07-29 15:44:17,23,Pan-India,Free,Tablet,Web,False,2,74.43,0.68,2,66.22
SID845702,U55752,CH008,Zee Anmol,Show_118,Sports,2025-07-31 12:03:24,148,North,Basic,Mobile,iOS,False,0,0.0,0.29,1,48.92
SID154058,U56504,CH008,Zee Anmol,Show_155,Movies,2025-07-28 20:06:25,175,West,Basic,Laptop,FireTV,True,3,81.64,0.76,2,90.62
SID195297,U28967,CH036,Star Maa,Show_11,Movies,2025-07-26 09:38:17,85,South,Free,Tablet,Web,False,1,104.07,0.73,2,55.36
SID780547,U51231,CH038,ETV Telugu,Show_109,Entertainment,2025-07-26 21:48:19,28,Central,Premium,Laptop,FireTV,True,0,0.0,0.83,3,79.43
SID902157,U29710,CH016,Sony Sports Ten 1,Show_122,Sports,2025-07-31 00:48:44,142,South,Basic,Smart TV,FireTV,False,0,0.0,0.78,1,37.5
SID257978,U17251,CH027,CNN-News18,Show_97,News,2025-07-24 22:21:13,142,Central,Free,Laptop,Android,False,0,0.0,0.55,3,74.8
SID948256,U38170,CH030,India Today,Show_60,Entertainment,2025-07-28 04:11:55,98,North,Premium,Smart TV,iOS,False,5,145.86,0.9,2,25.51
SID970284,U49414,CH014,Star Sports Select 1,Show_200,Music,2025-07-28 07:16:23,71,Northeast,Premium,Mobile,Roku,True,3,136.23,0.55,2,70.45
SID779983,U50543,CH039,Gemini TV,Show_180,Entertainment,2025-07-28 08:03:10,84,North,Premium,Smart TV,Web,True,5,799.64,0.22,1,43.2
SID581197,U13721,CH015,Star Sports Select 2,Show_29,Kids,2025-07-28 12:58:58,68,West,Free,Mobile,Roku,True,0,0.0,0.24,3,72.65
SID350881,U29602,CH041,Surya TV,Show_6,Entertainment,2025-07-28 20:05:39,151,West,Basic,Smart TV,Roku,True,5,232.06,0.77,0,68.62
SID501339,U59064,CH049,News18 Kerala,Show_156,Kids,2025-07-28 06:45:37,63,Pan-India,Basic,Smart TV,Roku,False,1,141.94,0.42,3,98.17
SID627923,U51751,CH004,Zee TV,Show_119,Entertainment,2025-07-30 16:57:15,105,South,Basic,Mobile,Android,False,3,310.45,0.24,3,55.67
SID102717,U59058,CH019,DD Sports,Show_138,Sports,2025-07-30 00:20:06,117,Pan-India,Basic,Laptop,Web,False,2,338.15,0.74,1,37.72
SID173092,U50467,CH009,Colors Rishtey,Show_2,Music,2025-07-30 04:22:30,124,South,Premium,Laptop,FireTV,False,4,676.5,0.57,1,96.36
SID850801,U59663,CH036,Star Maa,Show_126,News,2025-07-31 10:36:26,4,South,Free,Laptop,Web,True,5,953.97,0.41,2,92.59
SID372293,U22956,CH024,News18 India,Show_92,Sports,2025-07-29 08:12:20,152,Central,Basic,Tablet,FireTV,True,2,269.52,0.48,0,50.48
SID616888,U14396,CH007,Dangal TV,Show_100,Music,2025-07-28 19:23:43,47,Central,Basic,Smart TV,FireTV,False,0,0.0,0.85,3,28.46
SID127476,U51828,CH038,ETV Telugu,Show_70,Entertainment,2025-07-30 07:19:12,167,Northeast,Basic,Tablet,iOS,False,0,0.0,0.62,2,45.28
SID429081,U48026,CH009,Colors Rishtey,Show_7,Music,2025-07-27 15:36:56,100,South,Premium,Tablet,Web,False,0,0.0,0.46,2,86.95
SID972323,U10601,CH021,Aaj Tak,Show_183,News,2025-07-28 21:15:16,42,Central,Free,Laptop,Roku,False,5,825.25,0.52,1,54.5
SID927473,U52440,CH020,Eurosport India,Show_101,Movies,2025-07-29 18:34:32,128,East,Premium,Smart TV,FireTV,False,4,748.11,0.83,2,79.71
SID958157,U18437,CH039,Gemini TV,Show_168,Entertainment,2025-07-29 13:33:24,77,Northeast,Free,Smart TV,iOS,True,3,150.54,0.74,1,77.17
SID190633,U10309,CH046,ETV Marathi,Show_86,News,2025-07-29 05:52:56,176,Pan-India,Premium,Smart TV,Web,False,0,0.0,0.8,1,39.96
SID394390,U12367,CH050,News18 Tamil Nadu,Show_150,Music,2025-07-29 05:51:31,136,West,Basic,Laptop,Web,False,5,610.89,0.36,2,97.81
SID241298,U36758,CH034,Zee Tamil,Show_110,Kids,2025-07-29 17:17:12,121,West,Free,Laptop,Web,True,5,492.85,0.92,2,31.4
SID882470,U22174,CH019,DD Sports,Show_154,Sports,2025-07-26 04:42:26,142,North,Free,Tablet,FireTV,False,1,80.23,0.77,2,99.95
SID174219,U10735,CH030,India Today,Show_42,Entertainment,2025-07-27 20:05:05,43,Central,Free,Tablet,Web,True,3,114.29,0.29,1,31.01
SID624985,U11530,CH019,DD Sports,Show_42,Sports,2025-07-26 00:40:23,107,Central,Basic,Smart TV,Roku,True,2,130.93,0.35,2,26.44
SID640644,U31339,CH026,Times Now,Show_159,News,2025-07-25 21:41:35,131,Pan-India,Free,Laptop,Android,True,5,783.72,0.68,2,75.41
SID191506,U11615,CH043,Colors Kannada,Show_32,News,2025-07-29 17:49:59,12,West,Basic,Mobile,Android,True,5,769.05,0.65,1,87.55
SID393439,U16730,CH004,Zee TV,Show_78,Entertainment,2025-07-28 14:21:14,117,East,Free,Tablet,iOS,True,0,0.0,0.21,2,59.46
SID310464,U55796,CH045,Zee Bangla,Show_198,Entertainment,2025-07-26 10:00:20,111,Central,Premium,Laptop,Android,True,4,732.4,0.33,1,21.72
