user_id,gender,age_group,region,subscription_type
U14585,Male,26-35,East,Free
U48366,Male,26-35,Northeast,Premium
U10038,Other,26-35,East,Basic
U17176,Other,26-35,Northeast,Premium
U45737,Other,<18,Pan-India,Premium
U23112,Male,46-60,Pan-India,Premium
U46539,Other,60+,Central,Free
U35721,Other,<18,East,Premium
U47060,Male,<18,Pan-India,Free
U55853,Male,<18,North,Basic
U34612,Male,<18,Pan-India,Basic
U14191,Female,36-45,North,Premium
U28699,Male,36-45,Northeast,Premium
U21848,Other,<18,Pan-India,Premium
U17937,Male,46-60,South,Premium
U44029,Female,36-45,North,Premium
U42628,Female,26-35,Northeast,Premium
U11226,Male,18-25,East,Basic
U10192,Other,36-45,East,Free
U38678,Other,36-45,South,Free
U41064,Other,26-35,West,Basic
U15800,Male,36-45,Pan-India,Free
U14475,Male,36-45,Pan-India,Free
U39332,Other,46-60,Central,Free
U37991,Male,18-25,West,Basic
U34894,Other,<18,North,Free
U29170,Male,60+,West,Premium
U28782,Female,26-35,South,Premium
U22112,Male,26-35,Northeast,Basic
U24681,Male,60+,East,Premium
U59800,Male,26-35,Northeast,Basic
U27892,Female,46-60,Central,Free
U46164,Male,46-60,North,Premium
U28976,Male,26-35,South,Basic
U48375,Male,46-60,East,Basic
U32200,Female,36-45,East,Free
U49572,Other,18-25,Pan-India,Free
U55607,Other,18-25,Central,Free
U39907,Male,26-35,South,Free
U46446,Other,60+,West,Premium
U56598,Female,46-60,Pan-India,Free
U58858,Female,36-45,East,Free
U26624,Female,<18,South,Premium
U51388,Female,<18,East,Premium
U48851,Male,60+,Central,Basic
U20172,Male,60+,Northeast,Basic
U17504,Female,26-35,East,Premium
U36714,Male,46-60,Pan-India,Basic
U37602,Male,36-45,West,Basic
U30146,Female,46-60,South,Premium
U38939,Female,60+,South,Basic
U27407,Male,26-35,Northeast,Basic
U44405,Male,36-45,South,Basic
U52408,Female,36-45,North,Premium
U43498,Female,46-60,Central,Free
U32641,Female,60+,Central,Basic
U46576,Other,36-45,Pan-India,Free
U52022,Other,36-45,Northeast,Free
U38363,Female,26-35,South,Basic
U48920,Other,18-25,East,Free
U18582,Other,36-45,Pan-India,Premium
U39937,Other,26-35,West,Basic
U51977,Female,60+,North,Free
U16398,Other,46-60,Pan-India,Basic
U36687,Female,46-60,North,Free
U41740,Other,26-35,North,Free
U13698,Male,18-25,Northeast,Free
U14232,Female,46-60,East,Free
U34364,Other,36-45,South,Basic
U31186,Female,18-25,South,Basic
U54627,Other,18-25,West,Free
U18294,Female,26-35,East,Basic
U32358,Female,<18,Pan-India,Basic
U17888,Male,18-25,West,Premium
U23595,Female,18-25,West,Free
U56677,Other,46-60,South,Basic
U16551,Other,18-25,South,Basic
U18237,Other,26-35,Pan-India,Basic
U41201,Other,46-60,Northeast,Basic
U22357,Female,36-45,South,Basic
U14322,Female,60+,Central,Free
U11521,Female,46-60,East,Premium
U52341,Other,26-35,West,Free
U26005,Female,46-60,East,Premium
U59787,Male,18-25,North,Basic
U25573,Male,<18,South,Basic
U47441,Female,<18,West,Premium
U43438,Female,<18,South,Basic
U35158,Other,<18,Northeast,Free
U57741,Female,<18,South,Premium
U15439,Male,36-45,East,Premium
U38849,Female,36-45,Northeast,Basic
U51479,Female,<18,East,Basic
U56281,Other,36-45,Central,Basic
U56021,Other,18-25,East,Free
U30537,Male,18-25,Pan-India,Basic
U17636,Female,46-60,Central,Premium
U46365,Other,<18,South,Premium
U57418,Male,46-60,North,Free
U49499,Other,36-45,North,Premium
U19406,Other,<18,Northeast,Basic
U59521,Male,18-25,East,Basic
U14597,Other,<18,Northeast,Basic
U26861,Male,18-25,East,Premium
U44067,Female,46-60,North,Basic
U38166,Female,18-25,West,Premium
U34548,Male,26-35,Pan-India,Premium
U57419,Other,60+,Pan-India,Free
U13292,Other,36-45,South,Basic
U55630,Male,<18,Central,Premium
U16457,Female,18-25,West,Basic
U52907,Male,26-35,North,Free
U42507,Male,18-25,North,Free
U22641,Female,18-25,West,Free
U13758,Female,36-45,Central,Basic
U42256,Other,26-35,South,Basic
U43977,Female,36-45,North,Premium
U21608,Female,26-35,Pan-India,Basic
U44901,Other,60+,North,Basic
U48722,Other,26-35,Pan-India,Basic
U58869,Female,36-45,South,Free
U25696,Male,60+,Central,Basic
U50424,Male,60+,West,Free
U30890,Male,<18,South,Free
U56882,Female,26-35,West,Basic
U38413,Male,46-60,North,Premium
U10669,Female,<18,West,Premium
U31491,Male,60+,Pan-India,Basic
U42397,Male,46-60,Pan-India,Basic
U42643,Female,36-45,Northeast,Premium
U29819,Male,36-45,Central,Premium
U36524,Female,26-35,Pan-India,Basic
U11669,Female,18-25,South,Basic
U25596,Other,18-25,Pan-India,Free
U31304,Other,36-45,South,Basic
U59226,Other,26-35,Central,Free
U51143,Male,46-60,West,Premium
U54235,Female,26-35,South,Premium
U53020,Male,18-25,Central,Basic
U45920,Male,18-25,South,Basic
U26432,Male,46-60,East,Premium
U16702,Other,36-45,Central,Free
U43927,Male,26-35,Pan-India,Premium
U29470,Male,36-45,Pan-India,Premium
U57352,Male,60+,Northeast,Premium
U18491,Other,<18,North,Basic
U10714,Female,18-25,West,Basic
U16742,Male,26-35,West,Basic
U26219,Male,18-25,Pan-India,Free
U12404,Other,<18,Northeast,Free
U31513,Other,18-25,North,Free
U42787,Female,26-35,North,Basic
U44218,Female,36-45,North,Premium
U34936,Female,26-35,East,Basic
U44401,Male,<18,North,Free
U28887,Other,<18,East,Free
U35106,Other,60+,West,Free
U30500,Other,36-45,North,Free
U48765,Male,<18,West,Basic
U46683,Female,26-35,South,Premium
U50836,Female,18-25,South,Free
U31778,Other,60+,South,Basic
U33427,Other,46-60,Central,Premium
U45083,Male,<18,Northeast,Basic
U57445,Male,46-60,North,Free
U26596,Male,18-25,North,Free
U38981,Male,36-45,East,Basic
U48356,Female,46-60,East,Premium
U58722,Other,36-45,West,Premium
U37301,Female,60+,Pan-India,Free
U53592,Male,<18,West,Basic
U53916,Other,18-25,Central,Basic
U39744,Other,46-60,North,Free
U32859,Other,46-60,Central,Free
U42179,Other,46-60,North,Premium
U18869,Male,60+,South,Premium
U12605,Other,36-45,North,Free
U36123,Male,26-35,Pan-India,Premium
U27637,Female,18-25,East,Free
U33320,Male,18-25,East,Basic
U38915,Other,46-60,North,Free
U29334,Female,26-35,West,Free
U43146,Other,<18,Northeast,Free
U38942,Other,46-60,Central,Free
U12412,Female,26-35,North,Free
U25665,Male,46-60,Central,Premium
U26428,Male,36-45,South,Premium
U28244,Other,46-60,North,Premium
U48450,Other,60+,North,Free
U24765,Male,18-25,Pan-India,Premium
U30123,Other,60+,South,Premium
U41029,Other,18-25,Central,Free
U33239,Female,36-45,Central,Basic
U19116,Male,26-35,South,Premium
U17705,Female,26-35,Northeast,Free
U41259,Female,<18,Central,Premium
U31365,Male,60+,West,Free
U48728,Other,36-45,North,Basic
U10899,Female,26-35,South,Free
U10536,Male,18-25,South,Free
U34869,Female,26-35,Pan-India,Basic
U13076,Female,<18,South,Basic
U56262,Other,<18,South,Free
U50426,Male,26-35,Northeast,Premium
U59511,Female,<18,Central,Free
U13145,Other,18-25,South,Premium
U10945,Male,18-25,Northeast,Premium
U37524,Male,46-60,Pan-India,Free
U10839,Female,26-35,Pan-India,Free
U40403,Male,18-25,West,Premium
U59685,Male,18-25,Pan-India,Basic
U57583,Male,36-45,East,Free
U55051,Female,36-45,Central,Free
U17715,Other,36-45,East,Basic
U49449,Other,26-35,Pan-India,Basic
U11243,Male,46-60,Northeast,Free
U47209,Male,36-45,North,Premium
U25118,Other,60+,South,Free
U57672,Female,36-45,West,Premium
U25376,Female,18-25,East,Basic
U52026,Male,<18,South,Free
U11441,Female,26-35,South,Premium
U24707,Other,<18,West,Free
U12895,Male,18-25,South,Free
U57087,Female,18-25,Pan-India,Free
U43495,Other,26-35,Northeast,Basic
U53984,Other,60+,Pan-India,Free
U10927,Male,<18,East,Free
U45686,Other,18-25,West,Premium
U16345,Male,60+,East,Basic
U38118,Other,26-35,Pan-India,Basic
U58695,Other,46-60,South,Free
U31696,Other,36-45,Central,Basic
U38317,Male,<18,West,Free
U12309,Male,18-25,South,Premium
U33929,Male,26-35,Central,Basic
U59741,Male,18-25,East,Premium
U39972,Male,26-35,Pan-India,Basic
U50406,Male,60+,Central,Free
U21709,Other,46-60,Central,Free
U41849,Male,18-25,Northeast,Premium
U13842,Male,60+,Central,Basic
U36718,Female,60+,Pan-India,Premium
U41222,Female,18-25,Pan-India,Basic
U31280,Female,<18,North,Premium
U15957,Male,<18,East,Premium
U48396,Female,60+,Central,Premium
U25102,Other,36-45,Central,Basic
U24698,Female,18-25,North,Basic
U18843,Male,36-45,Pan-India,Free
U42115,Female,60+,Central,Premium
U33361,Other,26-35,Northeast,Free
U37196,Female,<18,East,Free
U22607,Female,<18,North,Free
U23192,Male,26-35,West,Basic
U38080,Other,60+,North,Free
U26140,Female,60+,Pan-India,Premium
U27282,Male,18-25,West,Basic
U41425,Female,36-45,North,Premium
U32728,Male,<18,East,Free
U13502,Other,46-60,Northeast,Basic
U48195,Other,60+,West,Free
U46799,Female,36-45,Northeast,Free
U39507,Female,46-60,Central,Free
U55995,Other,60+,North,Free
U17890,Other,26-35,West,Premium
U53319,Female,<18,Pan-India,Premium
U41337,Other,26-35,Central,Premium
U51321,Female,26-35,Pan-India,Basic
U49905,Female,<18,North,Free
U38748,Male,46-60,East,Premium
U52440,Female,18-25,Northeast,Free
U45591,Other,<18,East,Free
U18051,Female,<18,East,Basic
U32059,Female,<18,Pan-India,Premium
U17722,Male,36-45,East,Premium
U57165,Male,46-60,Northeast,Basic
U31991,Female,26-35,East,Free
U10041,Female,26-35,North,Free
U45668,Other,18-25,Central,Premium
U29619,Other,26-35,Pan-India,Basic
U36150,Other,18-25,East,Basic
U16181,Female,<18,North,Premium
U57592,Male,36-45,North,Basic
U19770,Male,60+,West,Basic
U33214,Other,26-35,South,Free
U54822,Other,60+,Central,Premium
U36072,Other,18-25,Northeast,Basic
U17852,Other,36-45,Pan-India,Basic
U46120,Female,18-25,South,Basic
U48976,Male,<18,Central,Free
U39493,Male,<18,North,Free
U11348,Other,<18,East,Free
U57744,Other,18-25,East,Basic
U27952,Male,46-60,West,Premium
U46554,Other,<18,East,Basic
U50194,Female,36-45,Northeast,Basic
U47074,Other,46-60,West,Basic
U36702,Female,60+,Pan-India,Premium
U22925,Male,36-45,West,Free
U55048,Other,26-35,East,Free
U47678,Male,60+,Central,Premium
U31058,Other,<18,Central,Premium
U35844,Female,36-45,East,Premium
U45904,Other,<18,North,Free
U17256,Other,<18,East,Premium
U17241,Female,46-60,Central,Basic
U14345,Other,26-35,East,Free
U18345,Other,60+,Pan-India,Basic
U52315,Male,26-35,Northeast,Free
U31617,Other,46-60,Northeast,Premium
U41415,Female,60+,South,Basic
U19408,Other,18-25,North,Premium
U40085,Other,18-25,North,Free
U20958,Other,60+,Pan-India,Free
U37606,Female,<18,Northeast,Free
U19710,Female,26-35,Central,Premium
U46566,Female,46-60,South,Free
U40810,Male,36-45,East,Premium
U25345,Male,18-25,South,Basic
U14779,Other,60+,South,Premium
U11920,Other,46-60,South,Basic
U25938,Other,26-35,South,Premium
U26282,Female,60+,Northeast,Premium
U12899,Other,36-45,Pan-India,Free
U51596,Male,46-60,South,Basic
U11853,Female,<18,Northeast,Free
U38610,Male,18-25,Northeast,Free
U42023,Other,60+,South,Basic
U46172,Male,60+,Pan-India,Premium
U30451,Male,<18,East,Basic
U12157,Female,60+,Pan-India,Basic
U46126,Male,<18,South,Premium
U45549,Male,46-60,West,Basic
U55952,Female,<18,North,Basic
U10448,Male,46-60,Pan-India,Free
U34443,Male,46-60,Northeast,Basic
U33647,Other,46-60,Central,Free
U27918,Female,18-25,North,Premium
U18447,Male,60+,West,Basic
U42873,Male,46-60,South,Free
U21303,Other,46-60,South,Basic
U26374,Female,60+,North,Basic
U46343,Female,18-25,West,Premium
U36565,Female,<18,West,Basic
U38079,Female,60+,Northeast,Premium
U27570,Other,60+,Central,Premium
U54435,Other,36-45,Central,Premium
U12416,Other,46-60,East,Free
U26035,Male,<18,South,Premium
U13858,Female,18-25,Pan-India,Premium
U32098,Other,26-35,East,Basic
U54698,Other,26-35,West,Basic
U29107,Other,60+,Pan-India,Premium
U26797,Other,18-25,West,Basic
U10608,Other,60+,Northeast,Premium
U26114,Other,26-35,South,Premium
U13883,Male,<18,South,Free
U50876,Female,18-25,East,Basic
U32265,Other,26-35,East,Free
U29016,Female,36-45,Northeast,Free
U45126,Other,36-45,North,Basic
U12161,Male,26-35,Central,Free
U36307,Female,<18,Pan-India,Basic
U14130,Female,60+,Pan-India,Premium
U10566,Female,36-45,Northeast,Premium
U17062,Other,<18,Central,Free
U15737,Male,36-45,North,Basic
U41162,Female,26-35,Central,Free
U19008,Other,60+,Pan-India,Premium
U55482,Other,<18,Northeast,Basic
U41312,Other,36-45,Central,Basic
U19678,Female,60+,East,Basic
U54507,Male,<18,South,Premium
U31596,Female,36-45,East,Free
U44513,Female,18-25,Central,Premium
U50822,Other,<18,Northeast,Free
U44280,Other,26-35,Northeast,Free
U46397,Female,60+,South,Basic
U23450,Male,26-35,North,Free
U26125,Other,46-60,South,Free
U11931,Other,26-35,West,Premium
U42056,Male,46-60,Pan-India,Premium
U29605,Female,36-45,East,Premium
U26844,Male,18-25,West,Basic
U20764,Male,46-60,Pan-India,Basic
U21733,Male,26-35,Northeast,Free
U59824,Other,46-60,Northeast,Premium
U47884,Other,36-45,South,Basic
U54246,Female,<18,Central,Free
U41198,Other,<18,North,Free
U40181,Other,18-25,Central,Basic
U35192,Male,36-45,Pan-India,Free
U16032,Female,18-25,North,Free
U48296,Other,36-45,East,Free
U15189,Male,60+,South,Basic
U26354,Other,36-45,North,Basic
U11374,Male,60+,East,Basic
U37366,Other,36-45,Central,Free
U41517,Male,18-25,West,Basic
U39289,Male,60+,South,Premium
U25219,Male,18-25,North,Premium
U20647,Male,60+,Pan-India,Premium
U15569,Female,36-45,East,Premium
U11109,Other,18-25,East,Free
U43951,Male,<18,Pan-India,Free
U35875,Other,18-25,West,Basic
U49988,Female,36-45,North,Premium
U33604,Male,26-35,South,Premium
U21754,Male,36-45,West,Basic
U38219,Female,26-35,West,Basic
U28379,Male,60+,West,Premium
U17321,Female,60+,North,Free
U33816,Other,36-45,Pan-India,Premium
U30724,Male,36-45,Northeast,Free
U59024,Other,18-25,Northeast,Basic
U50529,Male,46-60,Central,Premium
U12676,Female,46-60,Pan-India,Premium
U50580,Male,60+,Pan-India,Basic
U48565,Female,46-60,Central,Basic
U12800,Female,60+,East,Premium
U37752,Male,36-45,North,Basic
U42365,Male,36-45,East,Basic
U37373,Male,<18,East,Free
U13163,Other,26-35,South,Premium
U39508,Female,<18,North,Basic
U34720,Other,60+,West,Free
U14696,Female,<18,East,Free
U58778,Other,60+,West,Basic
U36789,Female,46-60,North,Basic
U59005,Female,26-35,Pan-India,Basic
U17218,Male,<18,South,Basic
U10337,Other,60+,North,Free
U33083,Male,46-60,Pan-India,Free
U33644,Other,60+,South,Basic
U46781,Female,60+,Pan-India,Basic
U49350,Other,26-35,North,Free
U40954,Female,36-45,South,Basic
U35411,Male,60+,Northeast,Free
U52213,Other,60+,South,Basic
U19599,Other,46-60,West,Basic
U59900,Male,<18,Northeast,Premium
U24145,Male,26-35,North,Basic
U15586,Male,18-25,Northeast,Premium
U18795,Female,46-60,West,Premium
U40214,Female,60+,North,Basic
U45031,Other,18-25,Central,Basic
U20319,Other,18-25,North,Premium
U16565,Other,36-45,Northeast,Premium
U34957,Female,36-45,West,Basic
U10823,Male,26-35,Pan-India,Basic
U55185,Male,60+,Central,Basic
U16170,Other,36-45,South,Basic
U15766,Other,60+,South,Basic
U46925,Female,36-45,Northeast,Premium
U51809,Other,36-45,West,Basic
U58420,Other,60+,North,Free
U20335,Male,26-35,East,Premium
U26173,Other,18-25,West,Basic
U40465,Female,18-25,South,Premium
U11266,Other,18-25,Pan-India,Free
U31434,Other,18-25,Northeast,Basic
U49907,Other,36-45,Central,Basic
U34406,Other,46-60,Central,Premium
U40002,Female,60+,South,Basic
U18445,Female,26-35,East,Free
U39146,Other,<18,Pan-India,Basic
U27981,Female,26-35,Central,Basic
U34615,Female,36-45,Central,Free
U12673,Female,46-60,North,Basic
U34025,Female,60+,Central,Premium
U46765,Male,18-25,Central,Basic
U41461,Female,60+,East,Premium
U28239,Other,36-45,Pan-India,Free
U16460,Male,46-60,Northeast,Basic
U49511,Male,36-45,West,Free
U47080,Male,18-25,West,Basic
U48881,Male,60+,East,Free
U42929,Female,18-25,South,Basic
U24657,Male,46-60,Pan-India,Free
U48524,Female,26-35,Pan-India,Basic
U49618,Other,<18,Pan-India,Premium
U59432,Other,18-25,East,Premium
U21018,Male,18-25,East,Basic
U30798,Other,18-25,West,Premium
U36904,Other,46-60,Northeast,Basic
U39102,Male,36-45,East,Basic
U24171,Other,60+,South,Free
U43308,Male,36-45,North,Basic
U18838,Other,18-25,Central,Basic
U11187,Male,36-45,North,Premium
U44700,Female,18-25,North,Free
U26046,Other,26-35,West,Free
U16529,Male,46-60,East,Free
U32769,Other,26-35,Northeast,Free
U30996,Other,26-35,Pan-India,Free
U58797,Other,<18,Pan-India,Basic
U58233,Male,26-35,South,Free
U24890,Other,18-25,South,Premium
U34802,Female,18-25,West,Free
U25613,Female,60+,Northeast,Basic
U14945,Other,18-25,North,Free
U15754,Male,60+,North,Basic
U11153,Other,18-25,North,Premium
U14776,Male,26-35,South,Premium
U39690,Female,<18,Northeast,Basic
U28942,Other,36-45,Central,Premium
U53398,Other,<18,Pan-India,Free
U30010,Female,<18,East,Basic
U56657,Other,18-25,West,Basic
U53441,Female,60+,Pan-India,Free
U19276,Other,60+,Central,Free
U36022,Female,26-35,Northeast,Basic
U20605,Male,18-25,Central,Premium
U41662,Male,18-25,West,Premium
U52082,Male,26-35,Central,Premium
U53677,Other,36-45,East,Premium
U57862,Male,<18,North,Basic
U31987,Other,26-35,East,Basic
U41008,Other,18-25,West,Basic
U17355,Male,18-25,South,Free
U45300,Other,<18,Central,Basic
U49952,Male,26-35,Northeast,Premium
U10179,Other,<18,Pan-India,Free
U13681,Other,26-35,Central,Premium
U57666,Other,26-35,Pan-India,Premium
U55515,Other,46-60,Northeast,Free
U19035,Other,<18,West,Free
U38648,Other,36-45,East,Free
U10101,Other,26-35,Northeast,Basic
U10387,Female,<18,North,Premium
U49383,Male,26-35,Central,Basic
U37102,Male,<18,Central,Free
U28953,Female,<18,East,Free
U53360,Male,<18,North,Premium
U22741,Male,26-35,South,Premium
U36166,Female,60+,South,Free
U34807,Male,46-60,Northeast,Free
U38440,Female,26-35,East,Basic
U35010,Female,18-25,North,Basic
U51900,Male,18-25,South,Premium
U51833,Female,46-60,South,Free
U52148,Other,60+,East,Free
U35678,Other,36-45,Northeast,Premium
U51779,Male,18-25,Northeast,Free
U53050,Male,60+,Central,Premium
U33747,Female,60+,Northeast,Free
U40526,Female,26-35,North,Free
U28517,Other,<18,South,Free
U17071,Other,<18,Northeast,Premium
U36732,Male,26-35,North,Premium
U26993,Other,46-60,Pan-India,Basic
U39057,Male,18-25,Northeast,Free
U49168,Male,18-25,West,Basic
U56907,Male,<18,Northeast,Premium
U10571,Other,<18,Central,Basic
U31909,Male,18-25,East,Premium
U17986,Male,46-60,West,Premium
U59131,Male,26-35,Northeast,Free
U15754,Female,60+,Central,Free
U36568,Male,<18,West,Free
U30092,Male,18-25,North,Premium
U45252,Other,<18,Northeast,Basic
U35943,Male,36-45,Pan-India,Basic
U33719,Female,36-45,South,Free
U17844,Other,60+,North,Premium
U13483,Male,60+,Northeast,Basic
U52845,Other,<18,Northeast,Free
U50880,Male,<18,Northeast,Basic
U57473,Other,36-45,North,Premium
U43057,Other,60+,East,Basic
U32010,Female,26-35,North,Premium
U19031,Female,26-35,Central,Free
U12760,Male,<18,Northeast,Premium
U16572,Female,36-45,West,Free
U49757,Male,<18,Central,Free
U46006,Male,<18,North,Premium
U46823,Male,<18,South,Free
U12919,Other,36-45,Central,Premium
U45697,Other,46-60,Central,Free
U46750,Female,<18,West,Premium
U28346,Female,<18,Pan-India,Basic
U39996,Female,18-25,North,Premium
U47277,Female,36-45,East,Free
U49662,Other,46-60,Northeast,Basic
U41910,Male,26-35,Northeast,Free
U31765,Other,26-35,East,Premium
U37822,Male,<18,Northeast,Free
U42119,Other,26-35,East,Free
U35019,Other,26-35,Northeast,Basic
U57576,Female,26-35,East,Basic
U23727,Male,46-60,West,Free
U37854,Other,46-60,North,Basic
U48565,Male,26-35,Pan-India,Free
U39557,Male,18-25,North,Basic
U45357,Male,18-25,West,Basic
U29119,Female,18-25,South,Free
U54947,Female,18-25,Pan-India,Free
U32881,Other,<18,Northeast,Free
U32640,Female,36-45,West,Basic
U46005,Female,36-45,South,Free
U15155,Male,18-25,West,Basic
U28488,Male,60+,West,Premium
U40687,Female,18-25,South,Basic
U26670,Male,18-25,South,Free
U20005,Female,18-25,Northeast,Basic
U10676,Other,46-60,West,Basic
U32866,Male,18-25,Central,Free
U38648,Female,60+,South,Premium
U23898,Other,60+,Pan-India,Free
U11005,Male,26-35,East,Free
U36083,Female,46-60,Central,Premium
U44587,Other,26-35,Central,Premium
U25487,Female,46-60,South,Free
U41151,Female,18-25,South,Premium
U42643,Female,26-35,Pan-India,Free
U34053,Other,36-45,North,Basic
U13706,Female,<18,Pan-India,Basic
U38714,Other,60+,West,Basic
U34336,Male,26-35,Central,Premium
U25859,Other,18-25,Central,Free
U33617,Female,36-45,Central,Free
U59663,Other,46-60,Pan-India,Premium
U25879,Female,18-25,Northeast,Basic
U35655,Male,<18,East,Premium
U40347,Female,60+,East,Free
U39803,Male,<18,West,Free
U46621,Other,36-45,East,Premium
U18373,Other,60+,Pan-India,Premium
U55939,Other,18-25,Central,Free
U14989,Female,18-25,Northeast,Basic
U12150,Female,46-60,North,Premium
U10666,Male,46-60,East,Free
U21186,Female,<18,North,Free
U41141,Male,18-25,South,Premium
U49529,Male,18-25,East,Premium
U11481,Other,36-45,Central,Premium
U59230,Male,36-45,South,Basic
U47760,Other,36-45,Central,Free
U41416,Female,<18,West,Basic
U30586,Male,18-25,East,Premium
U24373,Other,46-60,East,Basic
U40142,Male,36-45,Central,Free
U16011,Male,60+,Northeast,Basic
U31318,Male,<18,Pan-India,Basic
U39988,Male,36-45,West,Free
U23948,Female,36-45,Central,Basic
U59134,Male,36-45,Northeast,Premium
U45419,Other,18-25,North,Basic
U23503,Male,26-35,South,Premium
U39338,Other,36-45,North,Free
U57892,Other,60+,South,Basic
U41627,Male,<18,South,Free
U11598,Male,18-25,South,Premium
U19882,Other,36-45,East,Premium
U41466,Female,<18,Northeast,Premium
U44419,Male,18-25,East,Basic
U33716,Female,26-35,Central,Basic
U24592,Male,46-60,Central,Premium
U55894,Male,26-35,North,Basic
U50209,Female,26-35,South,Free
U46731,Other,<18,North,Free
U47626,Female,26-35,Pan-India,Premium
U31780,Male,26-35,Central,Free
U48683,Male,<18,South,Basic
U15119,Male,46-60,South,Free
U49414,Other,36-45,Pan-India,Basic
U48768,Female,36-45,Pan-India,Basic
U54124,Female,46-60,West,Premium
U12822,Male,18-25,South,Premium
U35136,Male,18-25,East,Free
U49546,Male,18-25,Central,Free
U17153,Male,<18,West,Premium
U11291,Other,<18,Northeast,Free
U49636,Male,36-45,Pan-India,Basic
U54334,Male,60+,North,Free
U34132,Female,26-35,South,Free
U12381,Female,36-45,East,Premium
U36347,Female,36-45,Pan-India,Free
U42596,Male,36-45,East,Basic
U46397,Male,26-35,East,Free
U53645,Female,60+,East,Basic
U11321,Female,60+,Central,Free
U26998,Other,36-45,West,Basic
U27041,Other,36-45,East,Basic
U40857,Other,60+,East,Basic
U33560,Other,36-45,South,Premium
U13470,Male,18-25,South,Basic
U32015,Female,26-35,Northeast,Premium
U37196,Male,46-60,East,Free
U28746,Other,46-60,South,Basic
U23717,Other,46-60,East,Free
U40762,Other,26-35,West,Premium
U34448,Male,60+,West,Free
U36728,Other,26-35,West,Basic
U24937,Other,<18,East,Basic
U58235,Other,36-45,Pan-India,Premium
U19667,Male,<18,Northeast,Free
U34019,Male,18-25,Northeast,Basic
U26000,Female,60+,Northeast,Free
U58211,Female,26-35,South,Basic
U46162,Other,36-45,Northeast,Basic
U23589,Female,<18,North,Premium
U38173,Male,46-60,Central,Basic
U39534,Other,36-45,Pan-India,Basic
U54584,Male,60+,South,Free
U25378,Female,<18,Central,Premium
U49893,Female,60+,Pan-India,Premium
U49153,Other,46-60,Pan-India,Free
U22186,Female,36-45,Northeast,Premium
U53869,Male,18-25,South,Basic
U51744,Male,46-60,West,Premium
U17996,Male,46-60,Pan-India,Free
U29744,Male,60+,North,Free
U32368,Female,18-25,West,Basic
U33161,Other,26-35,East,Premium
U11237,Male,18-25,Northeast,Basic
U15106,Other,18-25,West,Basic
U32279,Male,46-60,West,Basic
U22385,Other,46-60,Pan-India,Basic
U23689,Male,<18,East,Basic
U25840,Other,60+,East,Premium
U31943,Female,26-35,Central,Premium
U40180,Other,46-60,East,Premium
U50035,Female,18-25,Pan-India,Free
U50833,Female,36-45,East,Free
U10143,Male,<18,North,Basic
U14657,Other,26-35,Pan-India,Free
U34136,Female,46-60,North,Free
U11789,Other,46-60,Central,Basic
U13550,Male,60+,Central,Premium
U10063,Other,26-35,South,Free
U28967,Male,46-60,North,Premium
U55603,Female,36-45,North,Free
U21558,Other,<18,East,Premium
U21434,Other,18-25,West,Premium
U17076,Male,36-45,West,Free
U21503,Other,46-60,Northeast,Basic
U19017,Male,26-35,North,Free
U20859,Male,46-60,Pan-India,Free
U21710,Male,60+,North,Premium
U26726,Female,26-35,North,Free
U13626,Male,60+,East,Free
U47601,Other,26-35,North,Free
U57573,Other,60+,East,Premium
U40679,Other,36-45,South,Premium
U51243,Female,26-35,East,Free
U19638,Male,26-35,South,Free
U27260,Female,36-45,Northeast,Premium
U45748,Other,18-25,West,Free
U34274,Female,26-35,West,Basic
U26679,Male,46-60,Pan-India,Basic
U24888,Male,<18,Northeast,Basic
U35235,Male,60+,Pan-India,Free
U39862,Female,<18,Pan-India,Premium
U15433,Male,36-45,Pan-India,Basic
U37539,Female,<18,Northeast,Premium
U14202,Female,46-60,South,Basic
U53381,Female,18-25,East,Free
U18133,Other,60+,South,Free
U13516,Male,26-35,South,Free
U40742,Other,46-60,Northeast,Basic
U52095,Female,36-45,Pan-India,Premium
U35239,Other,46-60,Central,Basic
U53512,Other,18-25,North,Free
U46879,Other,60+,Central,Free
U18781,Male,18-25,Pan-India,Basic
U53913,Female,46-60,East,Premium
U51648,Male,36-45,East,Basic
U36382,Male,<18,Northeast,Basic
U13866,Male,46-60,Central,Free
U50089,Male,60+,South,Premium
U35147,Other,26-35,East,Basic
U39184,Male,60+,South,Premium
U12349,Other,18-25,East,Premium
U15457,Other,46-60,Pan-India,Basic
U39442,Other,36-45,Central,Premium
U18752,Other,46-60,Central,Free
U51084,Male,46-60,Northeast,Basic
U32927,Female,60+,West,Free
U13684,Male,46-60,East,Premium
U59628,Male,36-45,East,Basic
U14631,Female,<18,South,Basic
U29867,Other,18-25,Central,Premium
U44166,Female,18-25,East,Premium
U21762,Female,36-45,Central,Basic
U17716,Female,46-60,Pan-India,Basic
U53656,Male,60+,North,Premium
U11530,Other,18-25,North,Free
U51751,Other,46-60,North,Free
U27273,Male,<18,Pan-India,Basic
U43657,Other,60+,South,Free
U54182,Other,18-25,West,Premium
U30156,Other,26-35,South,Basic
U30858,Other,60+,South,Basic
U58325,Female,<18,Northeast,Free
U43024,Female,60+,North,Premium
U48189,Female,60+,Northeast,Free
U58512,Male,26-35,South,Basic
U26489,Male,26-35,Pan-India,Premium
